,ArticleId,Text
420,PMC7265842,we present the case of a 20 year old male patient without previous history of cardiovascular disease who was admitted to our hospital with a new onset febrile sensation and chest pain  chest computed tomography revealed a subpleural consolidation with a halo of ground glass opacification  blood tests revealed elevated levels of markers of myocyte necrosis  troponin i and creatine kinase mb   nasopharyngeal swab was positive for covid 19  cardiac mri showed myocardial edema and late gadolinium enhancement compatible with myocarditis associated with covid 19 infection  this case showed that acute myocarditis can be the initial presentation of patients with covid 19 infection
421,PMC7183950,a dramatic sars cov 2 outbreak is hitting italy hard  to face the new scenario all the hospitals have been re organised in order to reduce all the outpatient services and to devote almost all their personnel and resources to the management of covid 19 patients  as a matter of fact  all the services have undergone a deep re organization guided by  the necessity to reduce exams  to create an environment that helps reduce the virus spread  and to preserve the medical personnel from infection  in these days a re organization of the endoscopic unit  sited in a high incidence area  has been adopted  with changes to logistics  work organization and patients selection  with the present manuscript  we want to support gastroenterologists and endoscopists in the organization of a  new  endoscopy unit that responds to the  new  scenario  while remaining fully aware that resources  availability and local circumstances may extremely vary from unit to unit
422,PMC7265946,amesh adalja talks to gary humphreys about pandemic preparedness and the challenges posed by covid 19
423,PMC7121578,surveillance has been defined as the systematic collection of data pertaining to the occurrence of diseases  the analysis and interpretation of these data  and the dissemination of consolidated and processed information to contributors  programs  and other interested persons  a wide variety of data sources are used for surveillance purposes  some data sources were designed for the purpose of surveillance while other data sources are used secondarily for surveillance  to improve the timeliness and quality of surveillance data while simultaneously minimizing cost  surveillance networks and health information exchanges  hies  were developed  surveillance networks allow developing countries to participate in surveillance  establishing early warning of outbreaks  hies facilitate access to and retrieval of patient clinical data to support more efficient  timely  effective  equitable  and safe healthcare and to enhance case reporting  seroepidemiology is the systematic collection and testing of blood samples from a target population to identify current and past experiences with infectious diseases by means of biological markers  data from serological surveys can reveal total burden of current and past  as well as apparent and inapparetnt infections  surveillance and seroepidemiology have provided critical epidemiologic information to support public health policy at the local  national  and international levels
424,PMC7233584,disease transmission and epidemic prevention are top conservation concerns for wildlife managers  especially for small  isolated populations  previous studies have shown that the course of an epidemic within a heterogeneous host population is strongly influenced by whether pathogens are introduced to regions of relatively high or low host densities  this raises the question of how disease monitoring and vaccination programs are influenced by spatial heterogeneity in host distributions  we addressed this question by modeling vaccination and monitoring strategies for the channel island fox
425,PMC7232083,chronic meningococcemia is a rare manifestation of meningococcal disease  characterized by a period of more than one week of intermittent or continuous fever  arthralgia and skin lesions without meningitis  it can occur both in previously healthy and immunocompromised patients  the gold standard for the diagnosis is culture isolation of
426,PMC7211516,the global fight against coronavirus disease 2019  covid 19  is largely based on strategies to boost immune responses to severe acute respiratory syndrome coronavirus 2  sars cov 2  and prevent its severe course and complications  the human defence may include antibodies which interact with sars cov 2 and neutralize its aggressive actions on multiple organ systems  protective cross reactivity of antibodies against measles and other known viral infections has been postulated  primarily as a result of the initial observations of asymptomatic and mild covid 19 in children  uncontrolled case series have demonstrated virus neutralizing effect of convalescent plasma  supporting its efficiency at early stages of contracting sars cov 2  given the variability of the virus structure  the utility of convalescent plasma is limited to the geographic area of its preparation  and for a short period of time  intravenous immunoglobulin may also be protective in view of its nonspecific antiviral and immunomodulatory effects  finally  human monoclonal antibodies may interact with some sars cov 2 proteins  inhibiting the virus receptor interaction and prevent tissue injury  the improved understanding of the host antiviral responses may help develop safe and effective immunotherapeutic strategies against covid 19 in the foreseeable future
427,PMC7091691,epidemic diseases are not a new phenomenon  but easy access to transport in the modern world has accelerated their spread  perhaps some botanical understanding can help slow them down
428,PMC7235496,emerging and reemerging infectious diseases are global public concerns  with the outbreak of unknown pneumonia in wuhan  china in december 2019  a new coronavirus  sars cov 2 has been attracting tremendous attention  rapid and accurate laboratory testing of sars cov 2 is essential for early discovery  early reporting  early quarantine  early treatment  and cutting off epidemic transmission  the genome structure  transmission  and pathogenesis of sars cov 2 are basically similar to sars cov and mers cov  the other two beta covs of medical importance  during the sars cov and mers cov epidemics  a variety of molecular and serological diagnostic assays were established and should be referred to for sars cov 2  in this review  by summarizing the articles and guidelines about specimen collection  nucleic acid tests  nat  and serological tests for sars cov  mers cov  and sars cov 2  several suggestions are put forward to improve the laboratory testing of sars cov 2  in summary  for nat  collecting stool and blood samples at later periods of illness to improve the positive rate if lower respiratory tract specimens are unavailable  increasing template volume to raise the sensitivity of detection  putting samples in reagents containing guanidine salt to inactivate virus as well as protect rna  setting proper positive  negative and inhibition controls to ensure high quality results  simultaneously amplifying human rnase p gene to avoid false negative results  for antibody test  diverse assays targeting different antigens  and collecting paired samples are needed
429,PMC7091072,the chikungunya virus  chikv  belongs to the
430,PMC7252152,recently  the coronavirus disease 2019  covid 19  has become a worldwide public health threat  early and quick identification of the potential risk zones of covid 19 infection is increasingly vital for the megacities implementing targeted infection prevention and control measures  in this study  the communities with confirmed cases during january 21 february 27 were collected and considered as the specific epidemic data for beijing  guangzhou  and shenzhen  we evaluated the spatiotemporal variations of the epidemics before utilizing the ecological niche models  enm  to assemble the epidemic data and nine socioeconomic variables for identifying the potential risk zones of this infection in these megacities  three megacities were differentiated by the spatial patterns and quantities of infected communities  average cases per community  the percentages of imported cases  as well as the potential risks  although their covid 19 infection situations have been preliminarily contained to date  with higher risks that were predominated by various influencing factors in each megacity  the potential risk zones coverd about 75  to 100  of currently infected communities  our results demonstrate that the enm method was capable of being employed as an early forecasting tool for identifying the potential covid 19 infection risk zones on a fine scale  we suggest that local hygienic authorities should keep their eyes on the epidemic in each megacity for sufficiently implementing and adjusting their interventions in the zones with more residents or probably crowded places  this study would provide useful clues for relevant hygienic departments making quick responses to increasingly severe epidemics in similar megacities in the world
431,PMC7297311,recent studies suggest that a large proportion of new hiv 1 infections in mature epidemics occurs within discordant couples  making discordancy a major contributor to the spread of hiv aids in africa  this paper aims at assessing changes over a five year period  2009 2015  on the  risk  factors associated with hiv serodiscordance among couples in mozambique  using cross sectional data from the insida and imasida surveys  the pooled data of both surveys were analyzed using a joint model for three parameters characterizing in a particular way disagreement and sero con dis corance between the hiv statuses of couples  as introduced by aerts et al   the probability that the female partner is hiv positive  given that both partners differ in their hiv status  the probability that only one partner is hiv positive  given that at least one of the two partners is positive   positive  serodiscordance   and the probability that both partners are negative given that at most one of the two partners is positive   negative  seroconcordance   the results reveal similar significant factors and estimates as in aerts et al   hiv prevalence  union number for woman  sti for man  condom use by woman and wealth index   but the additional significant factors  condom use by man   no use had a negative effect on the positive serodiscordance  and  union number for man   for couples where the man has been married or co habiting with a woman before had a decreased negative seroconcordance  were identified  the only factor that had a different effect over time  imasida as compared to insida  was the effect of  hiv prevalence of province  on the negative seroconcordance  the negative effect of a higher hiv prevalence was less pronounced in 2015 for negative seroconcordance
432,PMC7189398,covid 19  arising from novel  zoonotic coronavirus 2  has gripped the world in a pandemic  the present chapter discusses the current internationally implemented pandemic preparedness strategies succeeding recommended to curb the covid 19 threat to humankind  the updated phase wise categorization of a pandemic as recommended by the who is described  and associated innovations in surveillance  response  and medical measures advisory in practice across the globe are elaborated  from a bird s eye view  the covid 19 pandemic management relies on revolutionizing the disease surveillance by incorporating artificial intelligence and data analytics  boosting the response strategies extensive testing  case isolation  contact tracing  and social distancing and promoting awareness and access to pharmaceutical and non pharmaceutical interventions  which are discussed in the present chapter  we also preview the economic bearing of the covid 19 pandemic
433,PMC7265451,although seasonal influenza viruses circulate globally  prevention and treatment occur at the level of regions  cities  and communities  at these scales  the timing  duration and magnitude of epidemics vary substantially  but the underlying causes of this variation are poorly understood  here  based on analyses of a 15 year city level dataset of 18 250 laboratory confirmed and antigenically characterised influenza virus infections from australia  we investigate the effects of previously hypothesised environmental and virological drivers of influenza epidemics  we find that anomalous fluctuations in temperature and humidity do not predict local epidemic onset timings  we also find that virus antigenic change has no consistent effect on epidemic size  in contrast  epidemic onset time and heterosubtypic competition have substantial effects on epidemic size and composition  our findings suggest that the relationship between influenza population immunity and epidemiology is more complex than previously supposed and that the strong influence of short term processes may hinder long term epidemiological forecasts  seasonal influenza epidemics vary in timing and size  but the causes of the variation remain unclear  here  the authors analyse a 15 year city level data set  and find that fluctuations in climatic factors do not predict onset timing  and that while antigenic change does not have a consistent effect on epidemic size  the timing of onset and heterosubtypic competition do
434,PMC7306893,the ongoing covid 19 pandemic has infected nearly 3 582 233 individuals with 248 558 deaths since it was first identified in human populations in december 2019 in wuhan  china  no antiviral therapies or vaccines are available for their treatment or prevention  passive immunization pi through broadly neutralizing antibodies that bind to the specific antigens of sars cov 2 might be a potential solution to address the immediate health threat of covid 19 pandemic while vaccines are being developed  the pi approach in treating covid 19 is discussed herein  including a summary of its historical applications to confront epidemics
435,PMC7194545,the emergence of the novel coronavirus infection that arose in wuhan  china in december 2019 has resulted in an epidemic that has quickly expanded to become one of the most significant public health threats in recent times  unfortunately  the disease has spread globally  on march 11th  2020  world health organization  who  declared covid 19 a pandemic and has called governments to take urgent and aggressive action to change the course of the outbreak  within the context of assisted reproduction  both reproductive medicine professionals and patients are also fighting against this unprecedented viral pandemic  in view of events  most of us had to make serious decisions  some of them with a lack of scientific evidence due to the circumstances and with the only objective of ensuring the safe care of our patients  reduce non essential contacts and prevent possible maternal and fetal complications in future pregnancies  pregnant women should not be considered at high risk for developing severe infection  up to date  there are no reported deaths in pregnant women with covid 19  while in the cases that have presented pneumonia because of covid 19  the symptoms have been moderate and with a good prognosis in recovery
436,PMC7280997,the emerging coronavirus disease  covid 19  swept across the world  affecting more than 200 countries and territories  genomic analysis suggests that the covid 19 virus originated in bats and transmitted to humans through unknown intermediate hosts in the wuhan seafood market  china  in december of 2019  this virus belongs to the
437,PMC7120481,hepatitis c is a global public health problem  globally  an estimated 170 million persons  3   of the world s population  have been infected with the hepatitis c virus  and an estimated 350 000 persons die annually from complications of chronic hepatitis c  furthermore  an increasing trend in hepatitis c mortality in the usa was observed over the last decade  in 2007  mortality associated with hepatitis c surpassed mortality associated with hiv  as the hepatitis c epidemic continues  it is increasingly important to accurately measure hepatitis c related morbidity and mortality in order to inform public health programs and policies and prioritize and evaluate prevention efforts  this chapter provides an overview of hepatitis c surveillance and methods used in the usa with some examples from other countries
438,PMC6805938,pathogens can spread epidemically through populations  beneficial contagions  such as viruses that enhance host survival or technological innovations that improve quality of life  also have the potential to spread epidemically  how do the dynamics of beneficial biological and social epidemics differ from those of detrimental epidemics  we investigate this question using a breadth first modeling approach involving three distinct theoretical models  first  in the context of population genetics  we show that a horizontally transmissible element that increases fitness  such as viral dna  spreads superexponentially through a population  more quickly than a beneficial mutation  second  in the context of behavioral epidemiology  we show that infections that cause increased connectivity lead to superexponential fixation in the population  third  in the context of dynamic social networks  we find that preferences for increased global infection accelerate spread and produce superexponential fixation  but preferences for local assortativity halt epidemics by disconnecting the infected from the susceptible  we conclude that the dynamics of beneficial biological and social epidemics are characterized by the rapid spread of beneficial elements  which is facilitated in biological systems by horizontal transmission and in social systems by active spreading behavior of infected individuals
439,PMC7029158,the basic reproduction number of an infectious agent is the average number of infections one case can generate over the course of the infectious period  in a na ve  uninfected population  it is well known that the estimation of this number may vary due to several methodological issues  including different assumptions and choice of parameters  utilized models  used datasets and estimation period  with the spreading of the novel coronavirus  2019 ncov  infection  the reproduction number has been found to vary  reflecting the dynamics of transmission of the coronavirus outbreak as well as the case reporting rate  due to significant variations in the control strategies  which have been changing over time  and thanks to the introduction of detection technologies that have been rapidly improved  enabling to shorten the time from infection symptoms onset to diagnosis  leading to faster confirmation of the new coronavirus cases  our previous estimations on the transmission risk of the 2019 ncov need to be revised  by using time dependent contact and diagnose rates  we refit our previously proposed dynamics transmission model to the data available until january 29th
440,PMC7231083,type i interferons  ifn i  are a group of related proteins that help regulate the activity of the immune system and play a key role in host defense against viral infections  upon infection  the ifn i are rapidly secreted and induce a wide range of effects that not only act upon innate immune cells but also modulate the adaptive immune system  while ifn i and many ifn stimulated genes are well known for their protective antiviral role  recent studies have associated them with potential pathogenic functions  in this review  we summarize the current knowledge regarding the complex effects of human ifn i responses in respiratory as well as reemerging flavivirus infections of public health significance and the molecular mechanisms by which viral proteins antagonize the establishment of an antiviral host defense  antiviral effects and immune modulation of ifn stimulated genes is discussed in resisting and controlling pathogens  understanding the mechanisms of these processes will be crucial in determining how viral replication can be effectively controlled and in developing safe and effective vaccines and novel therapeutic strategies
441,PMC7189391,sars cov 2 is a single stranded rna virus of  30 kb genome size which belongs to genus
442,PMC7299651,one key factor that appears to be crucial in the rejection of quarantines  isolation and other social controls during epidemic outbreaks is trust or rather distrust  much like news reporting and social media  popular culture such as fictional novels  television shows and films can influence people s trust  especially given that the information provided about an epidemic disease is sometimes seen as grounded in  scientific fact  by societies  as well as providing information on the  correct science  behind disease transmission  spread and illness in films and literature  popular culture can also inform societies about how to feel and how to react during epidemics that is to say create some expectations about the kinds of societal responses that could potentially occur  in this article we closely analyse three films that centre around epidemic diseases
443,PMC7217786,severe acute respiratory syndrome coronavirus 2  sars cov 2  continues to sweep the world  causing infection of millions and death of hundreds of thousands  the respiratory disease that it caused  covid 19  stands for coronavirus disease in 2019   has similar clinical symptoms with other two cov diseases  severe acute respiratory syndrome and middle east respiratory syndrome  sars and mers   of which causative viruses are sars cov and mers cov  respectively  these three covs resulting diseases also share many clinical symptoms with other respiratory diseases caused by influenza a viruses  iavs   since both covs and iavs are general pathogens responsible for seasonal cold  in the next few months  during the changing of seasons  clinicians and public heath may have to distinguish covid 19 pneumonia from other kinds of viral pneumonia  this is a discussion and comparison of the virus structures  transmission characteristics  clinical symptoms  diagnosis  pathological changes  treatment and prevention of the two kinds of viruses  covs and iavs  it hopes to provide information for practitioners in the medical field during the epidemic season
444,PMC6957133,although rubella is usually a mild childhood disease  this infection in early pregnancy poses a serious problem due to its teratogenic effect  the goal of interrupted circulation and elimination of rubella virus was achieved in many countries in the world  the aim of this study was to determine the status of rubella immunity in vojvodina and evaluate serbia s progress toward this goal  a total of 3404 residual serum samples from patients of all ages  1 to 84 years  were included in the study  samples were collected between may 2015 and december 2017 in vojvodina  rubella igg antibodies were determined using an indirect chemiluminescent immunoassay  percentage of participants seropositive for rubella antibodies was 92 9  in the entire sample  the highest number of seronegatives was in the youngest  1 year  age group  44 7    followed by the group aged 24 49  6 4   and 2 11 years  6 2    the absence of a higher percentage of children with protective anti rubella antibodies in the group aged 2 11 can be explained by a lower immunization coverage during certain years  participants in the group aged 24 49 were born during the pre vaccination period with lower rubella incidence  leading to the conclusion that not all individuals of that age came into a contact with the virus  comparing levels of anti rubella igg antibodies of seropositive males and females of different ages reveals that the immunity after a contact with the virus and a previously acquired infection is stronger than the immunity after the vaccination  although the incidence rate of rubella in vojvodina has been low for the last ten years  there is still a risk of an outbreak due to a decrease in immunization coverage  this study shows that the percentage of susceptible individuals is high  especially considering women aged 24 49  and that additional   catch up   immunization is required
445,PMC6661876,influenza pandemics with different extent occur every year in the world  it can cause high morbidity and mortality  arouse fear panic in public  and attract extensive attention worldwide  this paper reviews the research progress in epidemiological characteristics  detection methods  pathogenesis  treatment and prophylactic measures of influenza in china  it will be helpful for us to understand the current situation of influenza
446,PMC7121243,the exponential growth in database of bio molecular sequences have spawned many approaches towards storage  retrieval  classification and analyses requirements  alignment free techniques such as graphical representations and numerical characterisation  granch  methods have enabled some detailed analyses of large sequences and found a number of different applications in the eukaryotic and prokaryotic domain  in particular  recalling the history of pandemic influenza in brief  we have followed the progress of viral infections such as bird flu of 1997 onwards and determined that the virus can spread conserved over space and time  that influenza virus can undergo fairly conspicuous recombination like events in segmented genes  that certain segments of the neuraminidase and hemagglutinin surface proteins remain conserved and can be targeted for peptide vaccines  we recount in some detail a few of the representative granch techniques to provide a glimpse of how these methods are used in formulating quantitative sequence descriptors to analyse dna  rna and protein sequences to derive meaningful results  finally  we survey the surveillance techniques with a special reference to how the granch techniques can be used for the purpose and recount the forecasts made of possible metamorphosis of pandemic bird flu to pandemic human infecting agents
447,PMC7269036,interferon induced transmembrane protein 3  ifitm3  as an antiviral factor can inhibit replication of several viruses including influenza virus  a single nucleotide polymorphism rs12252 c of
448,PMC7246053,several uncertainties exist regarding how we will conduct our clinical  didactic  business  and social activities as the coronavirus disease 2019  covid 19  global pandemic abates and social distancing guidelines are relaxed  we anticipate changes in how we interact with our patients and other providers  how patient workflow is designed  the methods used to conduct our teaching sessions  and how we perform procedures in different clinical settings  the objective of the present report was to review some of the changes to consider in the clinical and academic oral and maxillofacial surgery workflow to allow for a smoother and more efficient transition  with less risk to our patients and healthcare personnel  new infection control policies should be strictly enforced and monitored in all clinical and nonclinical settings  with an overall goal of decreasing the risk of exposure and transmission  screening for covid 19 symptoms  testing when indicated  and establishing the epidemiologic linkage will be crucial to containing and preventing new covid 19 cases until a vaccine or an alternate solution is available  additionally  the shortage of essential supplies such as drugs and personal protective equipment  the design and ventilation of workspaces and waiting areas  the increase in overhead costs  and the possible absence of staff  if quarantine is necessary  must be considered  this shift in our workflow and patient care paths will likely continue in the short term at least through 2021 or the next 12 to 24 months  thus  we must prioritize surgery  balancing patient preferences and healthcare personnel risks  we have an opportunity now to make changes and embrace telemedicine and other collaborative virtual platforms for teaching and clinical care  it is crucial that we maintain covid 19 awareness  proper surveillance in our microenvironments  good clinical judgment  and ethical values to continue to deliver high quality  economical  and accessible patient care
449,PMC7052239,vertical transmission in
450,PMC6979359,yellow fever  yf  is an acute viral disease  affecting humans and non human primates  nhp   caused by the yellow fever virus  yfv   despite the existence of a safe vaccine  yf continues to cause morbidity and mortality in thousands of people in africa and south america  since 2016  massive yf outbreaks have taken place in brazil  reaching yf free zones  causing thousands of deaths of humans and nhp  here we reviewed the main epidemiological aspects  new clinical findings in humans  and issues regarding yfv infection in vectors and nhp in brazil  the 2016 2019 yf epidemics have been considered the most significant outbreaks of the last 70 years in the country  and the number of human cases was 2 8 times higher than total cases in the previous 36 years  a new yfv lineage was associated with the recent outbreaks  with persistent circulation in southeast brazil until 2019  due to the high number of infected patients  it was possible to evaluate severity and death predictors and new clinical features of yf
451,PMC7256451,angiotensin converting enzyme 2  ace2  is the receptor for covid 19  sars cov 2   ace2 protects the lung and heart from acute respiratory distress syndrome  ards  and acute myocarditis and arrhythmias  because it breaks down angiotensin ii  which has inflammatory effects in the lung and heart as well as in the kidney  when sars cov 2 binds to ace2  it suppresses it  so this protective action of ace2 is lost  death from covid 19 is due to ards and also heart failure and acute cardiac injury  drugs that prevent the inflammatory actions of angiotensin ii  i e   angiotensin receptor blockers  arbs  prevent acute lung injury caused by sars cov  clinical trials are underway to test the risks and benefits of arbs and angiotensin converting enzyme inhibitors  aceis  in covid 19 patients requiring hospitalization  other potential treatments are also discussed
452,PMC7241685,despite the importance of having robust estimates of the time asymptotic total number of infections  early estimates of covid 19 show enormous fluctuations  using covid 19 data from different countries  we show that predictions are extremely sensitive to the reporting protocol and crucially depend on the last available data point before the maximum number of daily infections is reached  we propose a physical explanation for this sensitivity  using a susceptible exposed infected recovered model  where the parameters are stochastically perturbed to simulate the difficulty in detecting patients  different confinement measures taken by different countries  as well as changes in the virus characteristics  our results suggest that there are physical and statistical reasons to assign low confidence to statistical and dynamical fits  despite their apparently good statistical scores  these considerations are general and can be applied to other epidemics
453,PMC7236830,sars cov 2 s interplay with the renin angiotensin aldosterone system likely accounts for much of its unique pathology  appreciating the degree and mechanism of this interaction highlights potential therapeutic options  including blockade  arbs
454,PMC7286386,corrected for imperfect imputation  boosted regression trees generated more representative case fatality ratio estimates than could be obtained without imputation  these estimates  used in tandem with other resources  are essential for public health planning and evaluation in resource poor settings
455,PMC7285376,influenza viruses arise from animal reservoirs  and have the potential to cause pandemics  in 2013  low pathogenic novel avian influenza a h7n9  viruses emerged in china  resulting from the reassortment of avian origin viruses  following evolutionary changes  highly pathogenic strains of avian influenza a h7n9  viruses emerged in late 2016  changes in pathogenicity and virulence of h7n9 viruses have been linked to potential mutations in the viral glycoproteins hemagglutinin  ha  and neuraminidase  na   as well as the viral polymerase basic protein 2  pb2   recognizing that effective viral transmission of the influenza a virus  iav  between humans requires efficient attachment to the upper respiratory tract and replication through the viral polymerase complex  experimental evidence demonstrates the potential h7n9 has for increased binding affinity and replication  following specific amino acid substitutions in ha and pb2  additionally  the deletion of extended amino acid sequences in the na stalk length was shown to produce a significant increase in pathogenicity in mice  research shows that significant changes in transmissibility  pathogenicity and virulence are possible after one or a few amino acid substitutions  this review aims to summarise key findings from that research  to date  all strains of h7n9 viruses remain restricted to avian reservoirs  with no evidence of sustained human to human transmission  although mutations in specific viral proteins reveal the efficacy with which these viruses could evolve into a highly virulent and infectious  human to human transmitted virus
456,PMC7122139,after completing this chapter  you will be able to
457,PMC7237041,as large scale vaccination campaigns are begun or continued with the aim to eliminate yellow fever  yf  epidemics in several countries  estimating disease burden and vaccine impact is timely  we developed two model variants to estimate yf burden in sub saharan africa  each either representing the sylvatic or urban cycle of the disease  both relied on an ecological niche model fitted to known records of yf in 34 african countries and calibrated using serological survey data  local numbers of yf infections and deaths were derived while accounting for time varying vaccination coverage  we estimated vaccine demand and the impact of future preventive mass vaccination campaigns according to various vaccination scenarios  by providing burden and vaccine impact estimates over a range of spatial and temporal scales  and accounting for the specificity of urban transmission  our model can be used to inform the current international strategy to counter the increasing global risk of yellow fever
458,PMC7084867,located in the subtropics  taiwan is one of the major epidemic areas for dengue fever  with severe epidemics occurring in recent years  dengue fever has become a serious health threat to taiwan s residents and a potentially serious economic cost to society  this study recruited 730 random participants and adopted the contingent valuation method to understand the factors influencing the populace s willingness to pay  wtp  to reduce the health risk of dengue fever  the results show that high income women with children and people with higher preventive perceptions and behavior are more willing to invest in preventive measures against dengue fever  in the evaluation of wtp for preventive treatment for health risks  each person was willing to pay on average nt 751 annually to lower psychological health risks  nt 793 annually to lower the risk of illness  and nt 1086 annually to lower the risk of death
459,PMC7238744,in response to urgent needs for updated evidence for decision making on various aspects related to coronavirus disease  covid 19   the norwegian institute of public health established a rapid review team  using simplified processes and shortcuts  this team produces summary reviews on request within 1 3 days that inform advice provided by the institute  all reviews are published with explicit messages about the risk of overlooking key evidence or making misguided judgements by using such rapid processes
460,PMC7217143,in the past few decades  coronaviruses have risen as a global threat to public health  currently  the outbreak of coronavirus disease 19  covid 19  from wuhan caused a worldwide panic  there are no specific antiviral therapies for covid 19  however  there are agents that were used during the severe acute respiratory syndrome  sars  and middle east respiratory syndrome  mers  epidemics  we could learn from sars and mers  lopinavir  lpv  is an effective agent that inhibits the protease activity of coronavirus  in this review  we discuss the literature on the efficacy of lpv in vitro and in vivo  especially in patients with sars and mers  so that we might clarify the potential for the use of lpv in patients with covid 19
461,PMC7195278,coronavirus disease 2019  covid 19  or severe acute respiratory syndrome coronavirus 2  sars cov 2   a novel coronavirus strain disease  has recently emerged in china and rapidly spread worldwide  this novel strain is highly transmittable and severe disease has been reported in up to 16  of hospitalized cases  more than 600 000 cases have been confirmed and the number of deaths is constantly increasing  covid 19 hospitalized patients  especially those suffering from severe respiratory or systemic manifestations  fall under the spectrum of the acutely ill medical population  which is at increased venous thromboembolism risk  thrombotic complications seem to emerge as an important issue in patients infected with covid 19  preliminary reports on covid 19 patients  clinical and laboratory findings include thrombocytopenia  elevated d dimer  prolonged prothrombin time  and disseminated intravascular coagulation  as the pandemic is spreading and the whole picture is yet unknown  we highlight the importance of coagulation disorders in covid 19 infected patients and review relevant data of previous coronavirus epidemics caused by the severe acute respiratory syndrome coronavirus 1  sars cov 1  and the middle east respiratory syndrome coronavirus  mers cov
462,PMC6857389,dengue fever  the most notorious of vector borne diseases is under global resurgence  incidence has increased 30 fold with global expansion  it is thus imperative to review the origin  history and current epidemiology of dengue  its transmission  factors responsible for resurgence  surveillance and the treatment options available  india being hyperendemic  national level comprehensive studies to estimate the true burden of dengue along with its geographical mapping is the need of the hour  through integrated and combined efforts from various sectors and policy makers  prevention of dengue must be identified and intensified to control further disease transmission as there is no specific antiviral treatment or vaccine against dengue is available in india
463,PMC7224553,as the epidemic outbreak of 2019 coronavirus disease  covid 19   general population may experience psychological distress  evidence has suggested that negative coping styles may be related to subsequent mental illness  therefore  we investigate the general population s psychological distress and coping styles in the early stages of the covid 19 outbreak  a cross sectional battery of surveys was conducted from february 1 4  2020  the kessler 6 psychological distress scale  the simplified coping style questionnaire and a general information questionnaire were administered on line to a convenience sample of 1599 in china  a multiple linear regression analysis was performed to identify the influence factors of psychological distress  general population s psychological distress were significant differences based on age  marriage  epidemic contact characteristics  concern with media reports  and perceived impacts of the epidemic outbreak  all
464,PMC7167561,mhc class ii  mhcii  has recently been identified as a cellular receptor for bat influenza viruses  here  we discuss the possible implications of viral exploitation of this critical host defense molecule and highlight the need for more intense study of bat influenza virus interactions
465,PMC7119993,health care providers who treat patients with respiratory disease are often asked by their patients   what caused my asthma  and what causes my asthma suddenly to become worse   these questions have always been difficult to answer  and moving directly to a discussion of the management of asthma is a much easier road to take  in recent years  though  enough information has accumulated about the causes of asthma that one can weave a story containing useful advice that may help patients participate in the management of their disease  and there are also recent studies that can provide answers to the questions posed by physicians who have watched in puzzlement as their previously well controlled asthma patients have spiraled rapidly out of control  this story has been growing increasingly complex  with an ever expanding cast of players that sometimes creates a tangled web of interactions
466,PMC7019949,hiv prevention and control methods are implemented on different scales to reduce the spread of the virus amongst populations  however  despite such efforts  hiv continues to persist in populations with a global incidence rate of 1 8 million in 2017 alone  the introduction of new infections into susceptible regional populations promotes the spread of hiv  indicating a crucial need to study the impact of migration and mobility on regional and global efforts to prevent hiv transmission  here we reviewed studies that assess the impact of human mobility on hiv transmission and spread  we found an important role for both travel and migration in driving the spread of hiv across regional and national borders  combined  our results indicate that even in the presence of control and preventive efforts  if migration and travel are occurring  public health efforts will need to remain persistent to ensure that new infections do not grow into outbreaks
467,PMC7238258,the ability of viruses to introduce genetic material into cells can be usefully exploited in a variety of therapies and also vaccination  encapsulating viruses to limit inactivation by the immune system before reaching the desired target and allowing for controlled release is a promising strategy of delivery  conventional encapsulation methods  however  can significantly reduce infectivity  the aim of this study was to investigate electrospraying as an alternative encapsulation technique  two commonly used therapeutic viruses  adenovirus  ad  and modified vaccinia ankara  mva   were selected  first  solutions containing the viruses were electrosprayed in a single needle configuration at increasing voltages to examine the impact of the electric field  second  the effect of exposing the viruses to pure organic solvents was investigated and compared to that occurring during coaxial electrospraying  infectivity was determined by measuring the luminescence produced from lysed a549 cells after incubation with treated virus  neither ad nor mva exhibited any significant loss in infectivity when electrosprayed within the range of electrospraying parameters relevant for encapsulation  a significant decrease in infectivity was only observed when mva was electrosprayed at the highest voltage  24 kv  and when mva and ad were exposed to selected pure organic solvents  thus  it was concluded that electrospraying would be a viable method for virus encapsulation
468,PMC7232076,sars cov 2 virus has resulted in a devastating pandemic of covid 19  exploring compounds that could offer a breakthrough in treatment is the need of the hour  re positioning cheap  freely available and safe drugs is a priority  the paper proposes evidence for the potential use of diethylcarbamazine  dec  in the treatment of covid 19  dec has inhibitory effects on arachidonic acid metabolism to prostaglandins  little known anti viral effects on animal retroviruses and demonstrated anti inflammatory actions in animal models of lung inflammation indicating the need to explore this hypothesis further  we believe this is the first time dec is being proposed to treat covid 19
469,PMC6994851,microbiology  genetics  molecular biology  health sciences  influenza  nepal  prevalence  virus  vaccine
